# LOTR Conquest Custom Audio Event List
# Generated: 2026-01-22 15:17:10
# Total Events: 2782
#
# To customize an event, create an audio file in:
#   ConquestDir/ConquestMods/audio/{EventName}.wav (or .mp3, .ogg, .flac)
#
# Format: EventID | Bank | EventName
# ==============================================

0x002B4C8B | VO_Isengard | VO_Isengard-0090
0x78361571 | Level_BlackGates | Level_BlackGates-0151
0x784C6E59 | VO_MinasTir | vo_mst_obj02_new_towers_v1
0x78676550 | VO_MinasMorg | VO_MinasMorg-0158
0x78676551 | VO_MinasMorg | VO_MinasMorg-0160
0x78676553 | VO_MinasMorg | VO_MinasMorg-0156
0x78761C3A | Level_MountDoom | mtdoom_deep_rumble
0x787E716E | Music | Music-0599
0x78CB83E7 | VoiceOver | VoiceOver-0424
0x78E93CFD | Level_BlackGates | Level_BlackGates-0140
0x79129FCB | Level_HelmsDeep | helms_intro
0x7935F24D | Level_MinasTir | ram_hit_door_evil
0x794211F0 | VoiceOver | play_vo_chat_onelife_ringwraith_v2
0x794211F1 | VoiceOver | play_vo_chat_onelife_ringwraith_v3
0x794211F3 | VoiceOver | play_vo_chat_onelife_ringwraith_v1
0x7980FA05 | VO_Moria | vo_mor_obj09_new_trollcage_v1
0x7983C8BD | ChatterGondor | ChatterGondor-0459
0x7983C8BE | ChatterGondor | ChatterGondor-0461
0x7983C8BF | ChatterGondor | ChatterGondor-0463
0x79B78B9C | SFXWarg | warg_bodyfall
0x79DD0451 | VO_Rivendell | play_vo_rvd_obj10_complete_legolas_v1
0x79FE2517 | Creatures | taunt
0x7A652110 | SFXTroll | troll_pickup_miss
0x7A799DF0 | VO_MinasMorg | play_vo_mgl_obj04_complete_prison_v1
0x7AC0C249 | VO_Isengard | VO_Isengard-0138
0x7AC0C24A | VO_Isengard | VO_Isengard-0140
0x7AC0C24B | VO_Isengard | VO_Isengard-0142
0x7B104244 | ChatterHeroEvilFrodo | ChatterHeroEvilFrodo-0049
0x7B104245 | ChatterHeroEvilFrodo | ChatterHeroEvilFrodo-0047
0x7B104246 | ChatterHeroEvilFrodo | ChatterHeroEvilFrodo-0045
0x7B5CF0F8 | VO_Trng | VO_Trng-0226
0x7B5CF0FA | VO_Trng | VO_Trng-0230
0x7B5CF0FB | VO_Trng | VO_Trng-0228
0x7B681A70 | VO_BlackGates | play_vo_bkg_good_obj02_remind_v3
0x7B681A71 | VO_BlackGates | play_vo_bkg_good_obj02_remind_v2
0x7B681A72 | VO_BlackGates | play_vo_bkg_good_obj02_remind_v1
0x7B7C5AB0 | ChatterRohan | ChatterRohan-0523
0x7B7C5AB1 | ChatterRohan | ChatterRohan-0521
0x7B7C5AB2 | ChatterRohan | ChatterRohan-0519
0x7C489C89 | Music | stop_pelennor_fields
0x7C7488ED | ChatterEvilHuman | ChatterEvilHuman-0434
0x7C7488EE | ChatterEvilHuman | ChatterEvilHuman-0436
0x7C7488EF | ChatterEvilHuman | ChatterEvilHuman-0438
0x7C9AC016 | Music | play_black_gates
0x7CB7A766 | VoiceOver | VoiceOver-0289
0x7CCEAE14 | VO_MinasTir | VO_MinasTir-0139
0x7CCEAE16 | VO_MinasTir | VO_MinasTir-0143
0x7CCEAE17 | VO_MinasTir | VO_MinasTir-0141
0x7CD3EC46 | ChatterHeroEowyn | ChatterHeroEowyn-0078
0x7CE21758 | ChatterHeroMouth | ChatterHeroMouth-0106
0x7CE2175A | ChatterHeroMouth | ChatterHeroMouth-0110
0x7CE2175B | ChatterHeroMouth | ChatterHeroMouth-0108
0x7D0B8B34 | VO_Trng | VO_Trng-0412
0x7D0B8B35 | VO_Trng | VO_Trng-0414
0x7D331C3B | SFXEnt | ent_grabenemy
0x7D713BC1 | VO_MinasTir | vo_mstt_obj02_new_hallows_v1
0x7D9E597E | VO_BlackGates | play_vo_bkg_obj09_new_eagles_v1
0x7DC2F984 | VO_Shire | VO_Shire-0063
0x7DF0F9A4 | ChatterOrc | ChatterOrc-0580
0x7DF0F9A5 | ChatterOrc | ChatterOrc-0582
0x7DF0F9A7 | ChatterOrc | ChatterOrc-0578
0x7DF9D488 | VO_Osgiliath | play_vo_osg_good_obj06_complete_flare_v1
0x7E15FBBE | VO_Moria | vo_mor_obj09_complete_trollcage_v1
0x7E65D0AC | VO_Shire | play_vo_shr_obj5_update1_destroyhomes
0x7EA2E7B0 | ChatterElf | ChatterElf-0451
0x7EA2E7B1 | ChatterElf | ChatterElf-0449
0x7EA2E7B2 | ChatterElf | ChatterElf-0447
0x7EE5EF2C | ChatterHeroGandalf | ChatterHeroGandalf-0113
0x7EE5EF2E | ChatterHeroGandalf | ChatterHeroGandalf-0117
0x7EE5EF2F | ChatterHeroGandalf | ChatterHeroGandalf-0115
0x7F06DF82 | Level_MountDoom | door_doom_gate_close
0x7F26F6D1 | ChatterHobbit | ChatterHobbit-0668
0x7F26F6D2 | ChatterHobbit | ChatterHobbit-0670
0x7F26F6D3 | ChatterHobbit | ChatterHobbit-0672
0x7F26F6D4 | ChatterHobbit | ChatterHobbit-0674
0x7F44F7B8 | VO_MinasTir | VO_MinasTir-0239
0x7F44F7B9 | VO_MinasTir | play_vo_mstt_obj04a_remind_rally_v2
0x7F44F7BA | VO_MinasTir | play_vo_mstt_obj04a_remind_rally_v1
0x7F4F6414 | ChatterEvilHuman | ChatterEvilHuman-0512
0x7F4F6416 | ChatterEvilHuman | ChatterEvilHuman-0516
0x7F4F6417 | ChatterEvilHuman | ChatterEvilHuman-0514
0x7F8528AB | ChatterHeroLegolas | ChatterHeroLegolas-0092
0x7F8EC174 | ChatterHeroFaramir | ChatterHeroFaramir-0080
0x7FA4D8CD | VO_Isengard | VO_Isengard-0068
0x7FA4D8CE | VO_Isengard | VO_Isengard-0066
0x7FCDF0AC | VO_Osgiliath | VO_Osgiliath-0253
0x8006B4EF | SFXEnt | ent_swing_heavy
0x8011BD30 | VoiceOver | VoiceOver-0275
0x80217DB3 | BaseCombat | BaseCombat-0742
0x804306F1 | ChatterEvilHuman | ChatterEvilHuman-0500
0x804306F2 | ChatterEvilHuman | ChatterEvilHuman-0502
0x804306F3 | ChatterEvilHuman | ChatterEvilHuman-0504
0x807DBB76 | VO_BlackGates | play_vo_bkg_obj08_new_defend_camp_v1
0x80B33E81 | ChatterHobbit | ChatterHobbit-0572
0x80B33E84 | ChatterHobbit | ChatterHobbit-0566
0x80B33E86 | ChatterHobbit | ChatterHobbit-0570
0x80B33E87 | ChatterHobbit | ChatterHobbit-0568
0x80DFD2A5 | VO_Trng | play_vo_trn_goodjob_remind_01
0x80DFD2A6 | VO_Trng | play_vo_trn_goodjob_remind_02
0x80DFD2A7 | VO_Trng | VO_Trng-0208
0x819E8350 | ChatterHeroFaramir | ChatterHeroFaramir-0088
0x819E8351 | ChatterHeroFaramir | ChatterHeroFaramir-0086
0x819E8352 | ChatterHeroFaramir | ChatterHeroFaramir-0084
0x81A7C378 | ChatterGondor | ChatterGondor-0451
0x81A7C379 | ChatterGondor | ChatterGondor-0449
0x81A7C37A | ChatterGondor | ChatterGondor-0447
0x81C871A4 | VO_Moria | play_vo_mor_obj10_remind_bridge_v2
0x81C871A5 | VO_Moria | play_vo_mor_obj10_remind_bridge_v3
0x81D413B4 | ChatterGondor | ChatterGondor-0509
0x81D413B5 | ChatterGondor | ChatterGondor-0511
0x81D413B7 | ChatterGondor | ChatterGondor-0507
0x826AF0CC | ChatterHeroWitchKing | ChatterHeroWitchKing-0113
0x826AF0CE | ChatterHeroWitchKing | ChatterHeroWitchKing-0117
0x826AF0CF | ChatterHeroWitchKing | ChatterHeroWitchKing-0115
0x826F2E57 | VO_Shire | play_vo_shr_obj01_remind2_killhobbitsrev
0x82AF616E | VO_Trng | play_vo_trn_warriorcrowdbreaker_support_01
0x82CEB640 | HeroSauron | HeroSauron-0071
0x82CEB642 | HeroSauron | HeroSauron-0075
0x82CEB643 | HeroSauron | HeroSauron-0073
0x82FCBDC4 | Level_Trng | destroy_barricades
0x83104DE5 | VO_HelmsDeep | play_vo_hmd_obj06_complete_throneroom_v1
0x83952080 | ChatterElf | ChatterElf-0473
0x83952081 | ChatterElf | ChatterElf-0475
0x83952083 | ChatterElf | ChatterElf-0471
0x83B9C569 | ChatterHeroSauron | ChatterHeroSauron-0152
0x83B9C56A | ChatterHeroSauron | ChatterHeroSauron-0154
0x83B9C56B | ChatterHeroSauron | ChatterHeroSauron-0156
0x83B9C56C | ChatterHeroSauron | ChatterHeroSauron-0158
0x83C96A51 | VoiceOver | play_vo_chat_lowlives_elf1_v1
0x83C96A52 | VoiceOver | play_vo_chat_lowlives_elf1_v2
0x83C96A53 | VoiceOver | play_vo_chat_lowlives_elf1_v3
0x83C96A54 | VoiceOver | play_vo_chat_lowlives_elf1_v4
0x83EB95C6 | VoiceOver | play_vo_cq_50pointsleftevil_v1
0x84405926 | HeroIsildur | HeroIsildur-0034
0x844E38A4 | VO_Isengard | play_vo_igd_obj01_update_pits_v1
0x844E38A7 | VO_Isengard | VO_Isengard-0064
0x8490AB19 | VO_HelmsDeep | play_vo_hmd_obj11_remind_torchbearer_v1
0x8490AB1A | VO_HelmsDeep | play_vo_hmd_obj11_remind_torchbearer_v2
0x8490AB1B | VO_HelmsDeep | play_vo_hmd_obj11_remind_torchbearer_v3
0x8490AB1C | VO_HelmsDeep | play_vo_hmd_obj11_remind_torchbearer_v4
0x84E1E020 | VO_BlackGates | VO_BlackGates-0142
0x84F96BA8 | VO_Trng | play_vo_trn_needmage_reminder_03
0x84F96BA9 | VO_Trng | play_vo_trn_needmage_reminder_02
0x84F96BAA | VO_Trng | play_vo_trn_needmage_reminder_01
0x84FA60E1 | VO_Osgiliath | play_vo_osg_evil_obj06_complete_faramir_v1
0x84FB663F | BaseCombat | sword_stab
0x854AC007 | VO_Osgiliath | play_vo_osg_good_obj01_complete_wave1_v1
0x85D5C33C | Level_Trng | training_intro
0x8602A718 | VO_MinasMorg | play_vo_mgl_obj05_update_cells_v2
0x8602A71B | VO_MinasMorg | play_vo_mgl_obj05_update_cells_v1
0x8605F62D | VO_Moria | vo_mor_obj11_complete_gandalf_v1
0x86463850 | VoiceOver | VoiceOver-0287
0x867D13CD | VO_Pelennor | VO_Pelennor-0050
0x86B0E660 | VO_MountDoom | VO_MountDoom-0053
0x86B97E18 | ChatterUruk | ChatterUruk-0534
0x86B97E19 | ChatterUruk | ChatterUruk-0536
0x86B97E1B | ChatterUruk | ChatterUruk-0532
0x86CF62D9 | VO_Moria | VO_Moria-0188
0x86CF62DA | VO_Moria | VO_Moria-0190
0x86CF62DB | VO_Moria | VO_Moria-0192
0x86CF62DC | VO_Moria | VO_Moria-0194
0x86CF62DD | VO_Moria | VO_Moria-0196
0x86DD6E29 | ChatterEvilHuman | ChatterEvilHuman-0530
0x86DD6E2A | ChatterEvilHuman | ChatterEvilHuman-0532
0x86DD6E2B | ChatterEvilHuman | ChatterEvilHuman-0534
0x87122A50 | ChatterElf | ChatterElf-0431
0x87122A51 | ChatterElf | ChatterElf-0433
0x87122A53 | ChatterElf | ChatterElf-0429
0x87152255 | VO_Pelennor | play_vo_plf_obj01_fail_oliphants_v1
0x87231A41 | ChatterHeroAragorn | ChatterHeroAragorn-0099
0x87231A42 | ChatterHeroAragorn | ChatterHeroAragorn-0101
0x87231A43 | ChatterHeroAragorn | ChatterHeroAragorn-0103
0x872BEC25 | ChatterHeroLegolas | ChatterHeroLegolas-0100
0x872BEC26 | ChatterHeroLegolas | ChatterHeroLegolas-0102
0x872BEC27 | ChatterHeroLegolas | ChatterHeroLegolas-0104
0x872CC508 | VO_Isengard | play_vo_igd_obj06a_complete_becomeent_v1
0x8772F83A | VO_HelmsDeep | play_vo_hmd_obj06_new_throneroom_v1
0x8782681E | HeroSauron | HeroSauron-0077
0x87A7F490 | ChatterElf | ChatterElf-0529
0x87A7F491 | ChatterElf | ChatterElf-0527
0x87A7F492 | ChatterElf | ChatterElf-0525
0x87CC40C3 | VO_Shire | play_vo_shr_obj3_new_killtreebeardrev
0x87D54E64 | VO_Shire | play_vo_shr_obj5_remind5_destroyhomes
0x87DD56B2 | Level_Pelennor | pf_lobbers_scene
0x87F9E793 | Level_Shire | shire_evil_amb_st_lp
0x88154C92 | VO_Trng | play_vo_trn_magespecials_new_01
0x887825CA | BaseCombat | staff_impact
0x88A5BEEF | VoiceOver | VoiceOver-0269
0x88CEDD2C | ChatterEvilHuman | ChatterEvilHuman-0494
0x88CEDD2E | ChatterEvilHuman | ChatterEvilHuman-0498
0x88CEDD2F | ChatterEvilHuman | ChatterEvilHuman-0496
0x88DABE4A | VO_Weathertop | play_vo_wtp_obj08_complete_aragorn_v1
0x89020F94 | VO_Weathertop | VO_Weathertop-0126
0x89020F95 | VO_Weathertop | VO_Weathertop-0128
0x89020F97 | VO_Weathertop | VO_Weathertop-0124
0x890D0CA0 | VO_Shire | VO_Shire-0143
0x890D0CA1 | VO_Shire | VO_Shire-0141
0x890D0CA4 | VO_Shire | VO_Shire-0135
0x890D0CA6 | VO_Shire | VO_Shire-0139
0x890D0CA7 | VO_Shire | VO_Shire-0137
0x89106FD0 | VO_Rivendell | VO_Rivendell-0130
0x89205C38 | VO_Isengard | play_vo_igd_obj09_remind_doors_v2
0x89205C39 | VO_Isengard | play_vo_igd_obj09_remind_doors_v3
0x89205C3B | VO_Isengard | play_vo_igd_obj09_remind_doors_v1
0x893E1777 | VO_Moria | play_vo_mor_evil_obj06_complete_balinstomb_v1
0x89456EB1 | Level_MountDoom | rock_rumbles
0x897B39AC | VoiceOver | VoiceOver-0408
0x89896BC4 | VO_Trng | play_vo_trn_rallyridge_remind_03
0x89896BC5 | VO_Trng | play_vo_trn_rallyridge_remind_02
0x89896BC6 | VO_Trng | play_vo_trn_rallyridge_remind_01
0x89A9DDA8 | Level_Moria | balins_tomb_destroy
0x89C37F1D | VO_Shire | VO_Shire-0073
0x8A0707D5 | Level_MountDoom | Level_MountDoom-0198
0x8AA0D971 | VO_Osgiliath | play_vo_osg_good_obj10_new_v1
0x8AB52EE4 | Level_Osgiliath | Level_Osgiliath-0195
0x8AF7E1C6 | ChatterRohan | ChatterRohan-0605
0x8B0A106A | Level_Trng | amb_multi_arrow_fire
0x8B55219F | Level_Osgiliath | walla_slap
0x8B826F50 | ChatterRohan | ChatterRohan-0545
0x8B826F51 | ChatterRohan | ChatterRohan-0547
0x8B826F53 | ChatterRohan | ChatterRohan-0543
0x8BB0A738 | ChatterOrc | ChatterOrc-0420
0x8BB0A739 | ChatterOrc | ChatterOrc-0418
0x8BB0A73A | ChatterOrc | ChatterOrc-0416
0x8BC80165 | ChatterElf | ChatterElf-0519
0x8BC80166 | ChatterElf | ChatterElf-0521
0x8BC80167 | ChatterElf | ChatterElf-0523
0x8BD9882A | Level_MinasMorg | stop_morgul_amb_courtyard_tone
0x8C017BD4 | VO_Trng | play_vo_trn_scoutspecials_reminder_01
0x8C017BD6 | VO_Trng | play_vo_trn_scoutspecials_reminder_03
0x8C017BD7 | VO_Trng | play_vo_trn_scoutspecials_reminder_02
0x8C040B30 | Effects | foley_mount
0x8C67B409 | VO_MountDoom | play_vo_dom_obj00_misc_v1
0x8C67B40A | VO_MountDoom | play_vo_dom_obj00_misc_v2
0x8C7BA160 | ChatterUruk | ChatterUruk-0496
0x8C7BA162 | ChatterUruk | ChatterUruk-0500
0x8C7BA163 | ChatterUruk | ChatterUruk-0498
0x8CB95F1D | ChatterHeroLurtz | ChatterHeroLurtz-0132
0x8CB95F1E | ChatterHeroLurtz | ChatterHeroLurtz-0134
0x8CB95F1F | ChatterHeroLurtz | ChatterHeroLurtz-0136
0x8CC0C418 | VO_Moria | play_vo_mor_evil_obj02_remind_mines_v3
0x8CC0C419 | VO_Moria | play_vo_mor_evil_obj02_remind_mines_v2
0x8CC0C41A | VO_Moria | play_vo_mor_evil_obj02_remind_mines_v1
0x8CC15F38 | VO_Weathertop | play_vo_wtp_obj08_remind_aragorn_v1
0x8CC15F3A | VO_Weathertop | play_vo_wtp_obj08_remind_aragorn_v3
0x8CC15F3B | VO_Weathertop | play_vo_wtp_obj08_remind_aragorn_v2
0x8CC9F556 | VO_MinasMorg | VO_MinasMorg-0060
0x8CD64880 | VO_Isengard | play_vo_igd_obj01_remind_pits_v1
0x8CD64882 | VO_Isengard | play_vo_igd_obj01_remind_pits_v3
0x8CD64883 | VO_Isengard | play_vo_igd_obj01_remind_pits_v2
0x8CFCE9AB | ChatterHeroMouth | ChatterHeroMouth-0098
0x8D0078CB | VoiceOver | VoiceOver-0281
0x8D30F70D | VO_Osgiliath | play_vo_osg_good_obj07_support_sanctuary_v1
0x8D30F70E | VO_Osgiliath | play_vo_osg_good_obj07_support_sanctuary_v2
0x8D42D429 | VO_Pelennor | play_vo_plf_obj07_new_witchking_v1
0x8D449082 | HeroSauron | saruon_swing
0x8D97C3AA | VO_Shire | VO_Shire-0075
0x8DC44163 | Effects | impact_water
0x8DCE21D5 | SFXBatteringRam | SFXBatteringRam-0021
0x8DE9F8C1 | VO_HelmsDeep | vo_cks_02
0x8DE9F8C2 | VO_HelmsDeep | vo_cks_01
0x8DE9F8C3 | VO_HelmsDeep | play_vo_hmd_obj04_remind_innerkeep_v3
0x8E3F67AD | BaseCombat | swing
0x8E71F580 | VO_Osgiliath | play_vo_osg_good_obj09_remind_escort_v2
0x8E71F581 | VO_Osgiliath | play_vo_osg_good_obj09_remind_escort_v3
0x8E71F583 | VO_Osgiliath | play_vo_osg_good_obj09_remind_escort_v1
0x8E71F586 | VO_Osgiliath | play_vo_osg_good_obj09_remind_escort_v4
0x8E71F587 | VO_Osgiliath | play_vo_osg_good_obj09_remind_escort_v5
0x8E8CF32D | SFXBalrog | balrog_intro
0x8E90AA1C | VO_Moria | play_vo_mor_obj6_firstsac_complete_alt
0x8E97F1BA | SFXTroll | troll_bodyfall
0x8F491399 | SFXTroll | troll_death
0x8F6A96EC | VO_HelmsDeep | play_vo_hmd_obj00_new_rally_v2
0x8F6A96EF | VO_HelmsDeep | play_vo_hmd_obj00_new_rally_v1
0x8F746F84 | VoiceOver | play_vo_ctf_evildroppedring_v1
0x8F81E14C | VO_Moria | play_vo_mor_evil_obj08_complete_captain2_v1
0x8F88F879 | HeroElrond | water_sword_whoosh
0x8F92AF3A | ChatterHobbit | ChatterHobbit-0612
0x8F92AF3C | ChatterHobbit | ChatterHobbit-0608
0x8F92AF3D | ChatterHobbit | ChatterHobbit-0610
0x8F92AF3F | ChatterHobbit | ChatterHobbit-0606
0x8F94C467 | VO_HelmsDeep | play_vo_hmd_obj11_complete_torchbearer_v1
0x8FB0A7DE | ChatterHeroGimli | ChatterHeroGimli-0076
0x8FE50D2A | VO_Trng | play_vo_trn_needmage_new_01
0x8FF24892 | SFXCatapult | catapult_move_stop
0x8FF91F52 | SFXBalrog | balrog_foley
0x90450C7E | Level_Shire | shire_house_fire_large
0x9047881D | Music | stop_all_but_music
0x90519663 | SFXCatapult | SFXCatapult-0040
0x905C6D45 | Level_MountDoom | mtdoom_stingers
0x908B12C7 | Music | stop_minas_tirith_good
0x9111C7FE | VO_MinasTir | VO_MinasTir-0137
0x91790D2E | VO_Pelennor | VO_Pelennor-0060
0x919526E9 | ChatterOrc | ChatterOrc-0458
0x919526EA | ChatterOrc | ChatterOrc-0460
0x919526EB | ChatterOrc | ChatterOrc-0462
0x9196226C | ChatterHeroBalrog | ChatterHeroBalrog-0074
0x9196226E | ChatterHeroBalrog | ChatterHeroBalrog-0078
0x9196226F | ChatterHeroBalrog | ChatterHeroBalrog-0076
0x91A87178 | VO_Trng | play_vo_trn_scoutcloak_reminder_03
0x91A87179 | VO_Trng | play_vo_trn_scoutcloak_reminder_02
0x91A8717A | VO_Trng | play_vo_trn_scoutcloak_reminder_01
0x91AB5090 | VO_Trng | play_vo_trn_needscout_reminder_01
0x91AB5092 | VO_Trng | play_vo_trn_needscout_reminder_03
0x91AB5093 | VO_Trng | play_vo_trn_needscout_reminder_02
0x91F7EB14 | HeroElrond | HeroElrond-0067
0x92345B79 | VO_Pelennor | play_vo_plf_obj06_complete_rally_v1
0x92345B7B | VO_Pelennor | play_vo_plf_obj06_complete_rally_v3
0x924AFDD8 | ChatterGondor | ChatterGondor-0529
0x924AFDD9 | ChatterGondor | ChatterGondor-0527
0x924AFDDA | ChatterGondor | ChatterGondor-0525
0x925EAF3D | VO_Moria | vo_mor_obj10_new_bridge_v1
0x9263103C | HeroMouth | mouth_summon
0x9266588C | VO_Trng | play_vo_trn_needarcher_remind_03
0x9266588D | VO_Trng | play_vo_trn_needarcher_remind_02
0x9266588E | VO_Trng | play_vo_trn_needarcher_remind_01
0x929F0CE1 | VO_MinasTir | play_vo_mst_obj05_new_northgate_v1
0x92E56884 | ChatterElf | ChatterElf-0583
0x92E56885 | ChatterElf | ChatterElf-0581
0x92E56886 | ChatterElf | ChatterElf-0579
0x93219FBC | Level_Moria | Level_Moria-0291
0x93219FBF | Level_Moria | Level_Moria-0289
0x933E5E2A | Music | stop_minas_tirith_evil
0x93AEEA48 | Ambience | stop_ambience
0x940B9067 | VO_Moria | vo_mor_obj13_remind_balrog_v1
0x94575248 | Level_Rivendell | Level_Rivendell-0146
0x94720482 | SFXTroll | troll_idle_stop
0x9472EFB8 | Level_Osgiliath | ram_hit_door
0x94BDA720 | Level_Isengard | Level_Isengard-0235
0x94D0A12C | VO_Pelennor | play_vo_plf_obj05_update_oliphants_v1
0x94D0A12F | VO_Pelennor | play_vo_plf_obj05_update_oliphants_v2
0x951913C8 | VO_Osgiliath | VO_Osgiliath-0117
0x951913C9 | VO_Osgiliath | VO_Osgiliath-0119
0x951913CB | VO_Osgiliath | VO_Osgiliath-0115
0x954CFF2F | BaseCombat | BaseCombat-0785
0x9557D478 | VO_Rivendell | play_vo_rvd_obj04a_remind_belltower_v1
0x9557D47A | VO_Rivendell | play_vo_rvd_obj04a_remind_belltower_v3
0x9557D47B | VO_Rivendell | play_vo_rvd_obj04a_remind_belltower_v2
0x955EB575 | VO_MinasTir | play_vo_mst_obj01_fail_2ndring_v1
0x95645020 | ChatterHeroFrodo | ChatterHeroEvilFrodo-0043
0x95909C14 | VO_MinasTir | VO_MinasTir-0241
0x95B1DD56 | SFXBatteringRam | battering_ram_release
0x95B4DF83 | VO_Trng | play_vo_trn_archerarrow_spread_01
0x96280624 | SFXTroll | troll_pickup_kill_1
0x96280626 | SFXTroll | troll_pickup_kill_3
0x96280627 | SFXTroll | troll_pickup_kill_2
0x9664C969 | VO_MinasMorg | VO_MinasMorg-0058
0x96763C70 | ChatterOrc | ChatterOrc-0488
0x96763C72 | ChatterOrc | ChatterOrc-0492
0x96763C73 | ChatterOrc | ChatterOrc-0490
0x96A31764 | ChatterHeroSauron | ChatterHeroSauron-0126
0x96A31765 | ChatterHeroSauron | ChatterHeroSauron-0124
0x96A31766 | ChatterHeroSauron | ChatterHeroSauron-0122
0x96BBD023 | Music | play_minas_morgul
0x96E32D5B | VO_MinasTir | play_vo_mst_obj02a_new_rally_v1
0x971253D4 | VO_Shire | VO_Shire-0115
0x97305EF8 | ChatterOrc | ChatterOrc-0558
0x97305EF9 | ChatterOrc | ChatterOrc-0556
0x97305EFA | ChatterOrc | ChatterOrc-0554
0x97437D6B | VO_MinasMorg | play_vo_mgl_obj02_new_gate_v1
0x9746734D | ChatterUruk | ChatterUruk-0600
0x974836BA | HeroSaruman | saruman_fireball
0x9764B860 | VO_BlackGates | play_vo_bkg_good_obj06_complete_v1
0x97944785 | VoiceOver | play_vo_ctf_capturethering_v1
0x97B1E405 | VO_Rivendell | play_vo_rvd_obj02_complete_gatecp_v1
0x97D18D60 | VO_Isengard | play_vo_igd_obj06a_remind_becomeent_v3
0x97D18D61 | VO_Isengard | play_vo_igd_obj06a_remind_becomeent_v2
0x97D18D62 | VO_Isengard | play_vo_igd_obj06a_remind_becomeent_v1
0x9809C584 | Level_HelmsDeep | helms_rain_uruk_a01
0x98276ED4 | ChatterHeroGothmog | ChatterHeroGothmog-0116
0x98276ED6 | ChatterHeroGothmog | ChatterHeroGothmog-0120
0x98276ED7 | ChatterHeroGothmog | ChatterHeroGothmog-0118
0x983D422B | VoiceOver | VoiceOver-0404
0x988A5C26 | VoiceOver | VoiceOver-0273
0x989A4744 | SFXHorse | horse_whiny
0x98CE34CE | VO_HelmsDeep | play_vo_hmd_obj01_fail_deepwall_v1
0x98EB9B76 | VO_Isengard | play_vo_igd_obj01_complete_pits_v1
0x99157562 | VO_MountDoom | play_vo_dom_obj05a_support_captains_v1
0x991DC980 | ChatterUruk | ChatterUruk-0462
0x991DC981 | ChatterUruk | ChatterUruk-0464
0x991DC983 | ChatterUruk | ChatterUruk-0460
0x99212F72 | ChatterHeroWitchKing | ChatterHeroWitchKing-0099
0x99244DE9 | ChatterHeroSaruman | ChatterHeroSaruman-0127
0x99244DEA | ChatterHeroSaruman | ChatterHeroSaruman-0129
0x99244DEB | ChatterHeroSaruman | ChatterHeroSaruman-0131
0x9974A5C4 | Music | play_training
0x99A5E149 | Level_Trng | Level_HelmsDeep-0239
0x9AC7E838 | VO_MinasTir | vo_mstt_obj03_complete_crown_v1
0x9AE57FA8 | Music | stop_black_gates
0x9B10AD38 | VO_Rivendell | play_vo_rvd_obj00_support_v1
0x9B10AD3B | VO_Rivendell | play_vo_rvd_obj00_support_v2
0x9B2C24E3 | Creatures | attack_vocal
0x9B7BBFA1 | SFXBallista | ballista_reload
0x9BDF9393 | Effects | obj_complete_evil
0x9BF06BD0 | ChatterElf | ChatterElf-0553
0x9BF06BD1 | ChatterElf | ChatterElf-0551
0x9BF06BD2 | ChatterElf | ChatterElf-0549
0x9BF27B78 | ChatterHeroGandalf | ChatterHeroGandalf-0129
0x9BF27B79 | ChatterHeroGandalf | ChatterHeroGandalf-0127
0x9BF27B7A | ChatterHeroGandalf | ChatterHeroGandalf-0125
0x9C92FDD0 | ChatterHeroFrodo | ChatterHeroFrodo-0061
0x9C92FDD1 | ChatterHeroFrodo | ChatterHeroFrodo-0059
0x9C92FDD2 | ChatterHeroFrodo | ChatterHeroFrodo-0057
0x9CBE0325 | Effects | flag_drop
0x9CC3A93D | Effects | set_state_normal
0x9D1CADD0 | SFXTroll | troll_groan
0x9D34C88F | Level_Osgiliath | stone_explosions
0x9D65C9B0 | ChatterHeroLegolas | ChatterHeroLegolas-0114
0x9D65C9B2 | ChatterHeroLegolas | ChatterHeroLegolas-0118
0x9D65C9B3 | ChatterHeroLegolas | ChatterHeroLegolas-0116
0x9D77EB3B | SFXOliphant | oli_groan
0x9D7A2E99 | ChatterEvilHuman | ChatterEvilHuman-0584
0x9D7A2E9A | ChatterEvilHuman | ChatterEvilHuman-0586
0x9D7A2E9B | ChatterEvilHuman | ChatterEvilHuman-0588
0x9DB429A9 | VoiceOver | VoiceOver-0390
0x9DD755B5 | VO_Moria | VO_Moria-0286
0x9DD97FF5 | Level_Trng | amb_arrow_impacts
0x9DE043AF | Level_MinasMorg | morgul_amb_exterior
0x9DE0B03C | VoiceOver | play_vo_chat_allliveslost_rohan1_v2
0x9DE0B03D | VoiceOver | play_vo_chat_allliveslost_rohan1_v3
0x9DE0B03F | VoiceOver | play_vo_chat_allliveslost_rohan1_v1
0x9DED9CE2 | VO_HelmsDeep | play_vo_hmd_obj11_new_torchbearer_v1
0x9E4CA824 | Effects | set_state_ride_horse
0x9E54FFC4 | ChatterGondor | ChatterGondor-0597
0x9E54FFC6 | ChatterGondor | ChatterGondor-0601
0x9E54FFC7 | ChatterGondor | ChatterGondor-0599
0x9E8F48AB | Level_MountDoom | lever_pull
0x9ECDE1A7 | VO_BlackGates | VO_BlackGates-0140
0x9F02445C | ChatterHeroGimli | ChatterHeroGimli-0120
0x9F02445D | ChatterHeroGimli | ChatterHeroGimli-0118
